Destination country (across)                                                              -                                                   Source country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,São Tomé and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other South,Other North,TOTAL
Seychelles,,0,,0,0,0,0,0,0,0,"3,153",0,0,0,0,0,0,0,103,0,0,0,0,2,0,,0,0,0,0,0,0,0,"1,030",0,3,0,0,,0,,0,0,,0,0,0,0,0,9,2,27,0,0,0,0,0,0,0,,0,0,0,0,3,436,0,0,0,0,327,,,37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,0,850,0,8,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,1,0,0,9,0,0,,0,0,0,0,151,,4,0,0,0,0,,,0,0,0,0,83,0,0,75,0,0,0,0,19,0,,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,,0,79,0,0,0,0,0,0,0,64,220,0,0,768,0,0,0,0,0,0,1,0,,,0,0,0,"3,848",841,0,0,0,0,,0,0,0,0,0,113,,"12,314"
Sierra Leone,,0,,0,0,0,0,0,0,0,"2,523",0,0,0,0,0,0,0,552,3,0,0,0,0,0,,0,0,0,0,0,0,0,"3,260",0,6,4,0,,0,,0,0,,0,0,992,0,0,5,4,375,0,0,23,10,0,0,0,,0,0,0,0,74,781,0,0,"3,573",0,"8,407",,,398,,,0,0,"157,067",0,0,0,0,0,21,0,0,0,0,0,719,,0,"1,507",0,42,0,0,0,0,,0,,0,0,0,0,,0,"12,086",0,0,0,4,0,0,0,0,0,,"1,306",0,0,0,0,,1,0,0,0,0,,,0,0,0,0,"4,659",0,0,59,0,0,"3,836",0,377,0,,0,0,0,0,3,0,7,62,0,0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,,0,"1,286",0,0,0,0,0,0,0,538,518,0,0,0,0,0,0,0,0,0,10,0,,,0,0,0,"22,898","17,549",0,0,0,0,,0,0,0,0,0,"21,659",,"267,208"
Singapore,,0,,0,0,0,0,0,0,0,"52,871",0,0,0,0,0,0,0,465,5,0,0,0,8,0,,0,"3,033",0,0,0,581,0,"11,507",0,12,0,0,,70,,0,0,,0,0,0,0,0,28,14,490,0,0,23,36,232,0,0,,0,0,0,0,103,"1,855",0,0,0,0,"1,753",,,60,,,0,7,0,0,0,0,0,0,32,0,"4,400",0,0,0,672,,0,221,0,"2,510",0,0,0,0,,0,,0,0,0,0,,0,0,0,0,1,54,0,0,0,0,"103,318",,0,0,0,0,71,,63,0,0,0,0,,,0,0,0,0,"3,004",0,0,"5,313",0,0,0,0,609,0,,0,31,0,0,4,288,20,37,0,0,0,0,0,0,0,0,0,0,,,0,0,9,0,0,,0,693,73,0,0,0,0,0,0,584,979,0,0,0,"2,134",0,0,0,0,0,223,0,,,0,0,0,"41,632","40,380",1,0,0,14,,0,0,0,0,0,"13,508","3,203","297,234"
Slovak Republic,,0,,0,0,0,0,0,0,0,"5,676","23,971",0,0,0,0,0,0,"1,219",0,0,0,0,42,4,,395,0,0,0,0,0,0,"13,530",0,3,0,0,,93,,0,0,,0,0,0,0,0,119,"288,276",641,0,0,14,69,0,0,0,,0,0,0,0,196,"5,192",0,0,0,0,"39,010",,,638,,,0,0,0,0,0,0,0,0,"2,933",6,0,0,0,0,"12,140",,"8,665","9,704",0,224,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,9,111,0,0,0,0,0,,0,0,0,0,0,,34,0,0,0,0,,,0,0,0,0,"2,000",0,0,289,0,0,0,0,606,0,,0,12,0,12,28,0,"1,718",42,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,"8,271",0,0,0,0,0,0,0,"4,162","4,193",0,0,0,0,0,0,0,0,0,353,0,,,0,0,0,"49,959","25,356",14,0,0,7,,0,0,0,0,0,131,"9,648","519,716"
Slovenia,,0,,0,0,0,0,263,0,0,"8,094","17,757",0,0,0,0,0,0,23,0,0,0,0,13,28,,337,0,0,0,0,0,0,"11,013",0,0,0,0,,70,,0,0,,0,0,0,"25,642",0,16,262,207,0,0,5,33,0,0,0,,0,0,0,0,60,"10,860",0,0,0,0,"33,449",,,97,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,199,,0,"4,026",0,51,0,0,0,0,,0,,0,0,0,0,,0,0,0,68,1,100,0,0,0,0,0,,0,0,0,0,0,,49,0,0,0,0,,,0,0,0,0,36,0,0,177,0,0,0,0,83,0,,0,6,0,0,0,0,155,44,0,0,0,0,0,0,0,0,0,0,,,0,0,155,0,0,,0,"1,127",0,0,0,0,0,0,0,927,"4,379",0,0,0,0,0,0,0,0,0,164,0,,,0,0,0,"1,627","7,578",18,0,0,44,,0,0,0,0,0,125,"2,433","131,895"
Solomon Islands,,0,,0,0,0,0,0,0,0,"1,997",0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,44,0,3,0,0,,0,,0,0,,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,,0,0,0,85,0,7,0,0,0,0,7,,,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,3,0,26,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,13,0,"1,936",571,0,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,,,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,2,0,,,0,0,0,409,192,0,0,9,0,,0,0,0,0,0,15,,"5,385"
Somalia,,0,,0,0,0,0,0,0,0,"5,571",0,0,0,561,0,0,0,865,0,0,0,0,0,0,,0,0,0,0,0,0,0,"22,718",0,0,12,0,,0,,0,0,,0,0,0,0,0,11,6,"13,230","57,246",0,5,0,"36,258",0,0,,0,"161,179",0,0,"6,464","1,503",0,0,0,0,"11,144",,,40,,,0,0,0,0,0,0,0,0,105,0,0,0,0,0,"1,004",,0,"8,110",0,3,0,0,"55,246",0,,0,,0,0,0,0,,0,0,0,0,2,13,0,0,0,0,0,,0,0,0,0,0,,4,0,0,0,0,,,0,0,0,0,"13,521",0,0,"2,031",22,0,0,0,"15,465",0,,0,0,0,0,4,0,13,8,0,0,0,0,0,0,0,0,"27,252",0,,,0,0,11,0,0,,0,438,0,0,0,0,"2,273",0,0,"17,948","3,350",0,0,"2,473",0,0,0,0,0,0,28,0,,,0,0,0,"110,326","109,618",3,0,0,2,,0,0,"79,466",0,0,"47,723",,"813,273"
South Africa,,0,,0,0,0,105,0,0,0,"132,756","2,521",0,81,0,0,0,0,"3,630",23,0,0,0,34,0,,0,0,0,0,0,0,0,"47,470",0,47,1,0,,427,,0,0,,0,0,0,0,0,"4,384",156,"1,350",0,0,361,168,224,0,0,,0,0,0,0,357,"3,409",0,0,0,0,"8,027",,,"2,365",,,0,0,0,0,0,0,3,0,228,140,0,0,0,0,"11,314",,0,"2,069",0,599,0,0,0,0,,0,,0,0,0,0,,"3,222",0,0,0,0,205,0,0,0,"5,251",0,,0,0,0,0,"2,421",,112,0,0,0,0,,,"154,579",0,"35,238",0,"12,325",0,0,"45,587",5,0,0,0,"1,139",0,,0,35,0,144,8,0,280,"15,789",0,0,0,0,0,0,0,0,0,0,,,0,0,121,0,0,,0,"2,602",0,0,0,0,0,0,"10,312","1,706","5,097",0,0,"1,646",0,0,0,0,0,0,332,0,,,0,0,0,"225,856","81,142",29,0,0,43,,0,0,0,"3,879","18,335","28,683",,"878,373"
Spain,,0,,0,"34,925",0,2,"127,165",0,0,"15,767","2,708",0,45,0,0,0,0,"37,664",18,0,0,0,"2,431",0,,"43,871",0,0,0,0,0,0,"11,979",0,35,0,0,,"15,563",,"5,327",0,,0,0,0,0,"4,715",137,172,"4,012",0,0,"10,968","10,283",251,513,855,,0,0,0,0,"1,502","364,177",0,0,0,0,"169,550",,,197,,,0,"1,028",0,0,0,0,325,0,602,355,0,0,0,0,"9,143",,0,"22,565",0,"1,775","2,509",0,0,0,,0,,0,0,0,0,,0,105,0,406,13,"2,535",0,0,0,0,0,,0,0,0,146,0,,"30,580",0,0,0,0,,,0,0,0,0,"18,072",56,0,518,681,0,0,0,"2,592",0,,0,"3,638",0,918,"2,547",104,845,"19,693",0,0,0,0,0,0,0,0,0,0,,,0,0,242,0,0,,0,0,0,0,0,0,0,0,0,"6,630","69,220",0,0,0,0,0,0,0,0,0,"1,355",0,,,0,0,0,"70,775","82,440","18,705",0,0,"75,526",,0,0,0,0,0,"43,494","18,054","1,373,024"
Sri Lanka,,0,,0,0,0,0,0,0,0,"78,098",0,0,8,0,0,0,0,737,22,0,0,0,7,0,,0,"1,369",0,0,0,224,0,"123,012",0,3,0,0,,15,,0,0,,0,0,0,0,0,"8,723",31,"8,462",0,0,0,13,0,0,0,,0,0,0,0,620,"43,712",0,0,0,0,"47,813",,,"1,227",,,0,0,0,0,0,0,0,0,23,244,"161,472",0,0,0,503,,0,"79,400",0,"8,791","102,709",0,0,0,,"8,072",,"208,893",0,0,661,,0,0,0,0,1,48,0,0,0,0,"4,453",,0,0,0,0,0,,46,0,0,0,0,,,0,0,0,722,"9,727",0,0,"7,938",0,0,0,0,"11,561","40,711",,0,12,0,0,16,189,27,18,0,"87,727",0,0,0,0,0,0,"391,173",0,,,0,"3,016",4,0,0,,0,905,0,0,0,0,0,0,0,"7,388","25,186",0,0,0,"27,015",0,0,0,0,0,43,0,,,0,0,"161,068","113,448","34,572",0,0,0,2,,0,0,0,0,0,"35,949",,"1,847,829"
St. Kitts and Nevis,,0,,0,0,0,353,0,0,0,28,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"2,759",0,9,0,0,,0,,0,0,,0,0,0,0,0,0,5,1,0,0,113,3,0,0,0,,0,0,0,0,2,8,0,0,0,0,4,,,6,,,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,69,659,0,3,0,0,0,0,1,0,,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,0,0,0,24,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,"8,635","11,456",0,0,0,4,,"7,736",0,0,0,0,61,,"31,974"
St. Lucia,,0,,0,0,0,502,0,0,0,24,0,0,52,0,0,"4,314",0,7,1,0,0,0,0,0,,0,0,0,0,0,0,0,"4,098",0,15,0,0,,111,,0,0,,0,0,0,0,0,0,2,1,0,224,415,13,0,0,0,,0,0,0,0,2,174,0,0,0,0,187,,,0,,,0,0,0,0,361,0,0,0,4,0,0,0,0,0,13,,0,13,0,9,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,51,0,0,0,0,,,0,0,0,0,46,2,0,17,0,0,0,0,7,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,416,0,0,0,242,0,0,0,34,70,0,0,0,0,0,0,0,803,0,6,0,,,0,0,0,"10,947","13,278",0,0,0,19,,"3,777",0,0,0,0,236,,"40,494"
St. Vincent and the Grenadines,,0,,0,0,0,680,0,0,0,47,0,0,20,0,0,"4,782",0,1,4,0,0,0,0,0,,0,0,0,0,0,0,0,"10,238",0,38,0,0,,9,,0,0,,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,,0,0,0,0,3,24,0,0,0,0,49,,,84,,,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,,0,3,0,8,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,0,0,0,0,,,0,0,0,0,57,149,0,16,0,0,0,0,3,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,35,0,0,134,0,0,0,0,16,28,0,0,0,0,0,0,0,"6,897",0,0,0,,,0,0,0,"9,392","8,274",0,0,0,95,,0,0,0,0,0,113,,"41,225"
Sudan,,0,,0,0,0,0,0,0,0,"24,281",501,0,0,"2,703",0,0,0,288,0,0,0,0,0,0,,0,0,0,0,0,0,0,"14,656",0,9,"1,659","38,769",,7,,0,0,,0,0,0,0,0,458,68,456,0,0,14,7,"5,621",0,0,,0,"9,157",0,0,108,"1,503",0,0,0,0,"6,060",,,"1,186",,,0,0,0,0,0,0,0,0,144,0,0,0,0,"3,479","1,296",,0,"2,738",0,187,"20,766",0,"73,076",0,,0,,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,,0,0,0,101,0,,6,0,0,0,0,,,0,0,0,0,"4,662",0,0,574,0,0,0,0,797,"12,626",,0,3,0,0,1,0,66,28,0,0,0,0,0,0,0,0,"279,409",0,,,0,0,79,0,0,,0,747,0,0,0,0,0,0,0,"1,008",541,0,0,0,0,0,0,0,0,0,254,0,,,"191,103",0,"30,200","14,134","39,573",0,0,0,7,,0,0,"126,109",0,0,"56,913",,"968,141"
Suriname,,0,,0,0,0,15,0,0,0,105,0,0,0,0,0,0,0,693,0,0,0,0,0,0,,233,0,0,0,0,0,0,"1,083",0,3,0,0,,5,,0,0,,0,0,0,0,0,5,2,35,0,0,153,26,0,0,0,,0,0,0,0,5,244,0,0,0,0,56,,,1,,,0,0,0,0,"3,161",12,1,0,13,0,0,0,0,0,18,,0,10,0,17,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,12,0,0,0,0,0,,0,0,0,0,0,,9,0,0,0,0,,,0,0,0,0,"187,219","2,805",0,23,0,0,0,0,31,0,,0,12,0,4,2,0,34,13,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,,0,206,0,0,31,0,0,0,0,27,86,0,0,0,0,0,0,0,0,0,19,0,,,0,0,0,350,"7,182",0,0,0,17,,0,0,0,0,0,448,,"204,431"
Swaziland,,0,,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,79,0,0,0,0,0,0,,0,0,0,0,0,0,0,246,0,0,0,0,,3,,0,0,,0,0,0,0,0,0,2,54,0,0,0,3,0,0,0,,0,0,0,0,12,9,0,0,0,0,91,,,6,,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,61,,0,17,0,1,0,0,0,0,,0,,0,0,0,0,,59,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,"4,118",0,0,0,81,0,0,56,0,0,0,0,25,0,,0,0,0,0,1,0,1,233,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,"135,720",16,0,0,0,0,0,0,0,18,56,0,0,226,0,0,0,0,0,0,86,0,,,0,0,0,"1,143",766,0,0,0,2,,0,0,0,0,0,"16,974",,"160,485"
Sweden,,0,,0,70,0,36,0,0,0,"10,196","4,200",0,30,0,0,0,0,"5,322",1,0,0,0,211,0,,718,0,0,0,0,0,0,"7,968",0,12,0,0,,"2,142",,146,0,,0,0,0,302,0,806,212,"16,439",0,0,551,479,260,0,0,,0,0,0,0,"33,651","9,863",0,0,0,0,"27,316",,,"3,461",,,0,37,0,0,0,0,19,0,"1,152","3,408",0,0,0,0,"2,661",,0,"12,740",0,"1,463",0,0,0,0,,0,,0,0,0,893,,0,233,0,24,33,"1,177",0,0,0,0,0,,0,0,0,0,0,,628,0,0,0,0,,,0,0,0,0,"3,856",0,0,"1,283",68,0,0,0,"47,908",0,,0,75,0,29,102,152,742,"1,045",0,0,0,0,0,0,0,0,0,0,,,0,0,145,87,0,,0,"24,312",253,0,0,0,0,0,0,0,"7,719",0,0,863,"1,781",0,0,0,0,0,"5,977",0,,,0,0,0,"21,857","42,665",272,0,0,123,,0,0,0,0,0,"1,839","5,593","317,605"
Switzerland,,0,,0,100,0,0,0,0,0,"14,505","15,308",0,144,0,0,0,0,"5,699",14,0,0,0,642,0,,"2,962",0,0,0,0,0,0,"23,230",0,97,0,0,,"1,700",,547,0,,0,0,0,881,0,335,389,"1,731",0,0,"3,191","2,688",323,0,0,,0,0,0,0,"1,056","68,786",0,0,0,0,"59,479",,,496,,,0,119,0,0,0,0,38,0,"1,737",168,0,0,0,0,"1,981",,0,"4,487",0,"1,060","1,645",0,0,0,,0,,0,0,0,0,,0,0,0,"4,214",13,941,0,0,189,0,0,,0,0,0,24,0,,"2,185",0,0,0,0,,,0,0,0,0,"6,138",0,0,"3,295",117,0,0,0,"2,192",0,,0,243,0,258,423,460,453,"18,186",0,0,0,0,0,0,0,0,0,0,,,0,0,517,163,0,,0,"76,127",59,0,0,0,0,0,0,"3,099",0,0,0,0,"2,650",0,0,0,0,0,"11,617",0,,,0,0,0,"15,612","31,195",224,0,0,567,,0,0,0,0,0,"3,982","6,898","407,581"
Syrian Arab Republic,,0,,0,0,0,21,"2,223","6,065",0,"9,040","2,168",0,0,"1,254",0,0,0,"2,925",0,0,0,0,22,0,,"3,305",0,0,0,0,0,0,"21,885",0,0,0,0,,557,,109,0,,0,0,0,0,0,"2,875",441,"2,271",0,0,113,89,0,0,0,,0,0,0,0,330,"16,224",0,0,0,0,"40,356",,,"10,622",,,0,61,0,0,0,0,3,0,861,30,0,0,0,"5,228",315,,"15,637","4,602",0,173,"288,982",0,0,0,,0,,"122,878",0,0,0,,0,0,"33,326",0,4,39,0,0,0,0,0,,0,0,0,237,0,,472,0,0,0,0,,,0,0,0,0,"6,701",0,0,387,5,0,0,0,"1,268",0,,0,239,0,39,15,0,633,49,0,0,"7,346",0,0,0,0,0,"111,764","1,358",,,0,0,256,0,0,,0,"5,454",0,0,0,4,660,0,0,"19,391","1,658",0,0,0,0,0,0,0,0,0,"6,006",0,,,0,0,0,"5,521","67,370",288,0,0,"12,220",,0,"34,857","15,145",0,0,"50,722",,"945,099"
Tajikistan,,0,,0,0,0,0,74,0,0,105,0,0,0,0,0,0,0,28,0,0,0,0,5,0,,174,0,0,0,0,2,0,652,0,0,0,0,,0,,0,0,,15,0,0,0,0,9,65,17,0,0,0,0,0,0,0,,0,0,0,0,27,26,0,0,0,207,"1,484",,,14,,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,40,,"26,325",23,0,21,0,"12,775",0,0,,0,,0,"6,203",0,"3,504",,0,0,0,0,327,2,0,0,0,0,0,,0,0,0,2,0,,7,0,0,0,0,,,0,0,0,0,141,0,0,20,0,0,0,0,60,0,,0,0,0,0,0,0,64,1,0,0,0,"392,446",0,0,0,0,0,0,,,0,0,7,0,0,,0,29,1,0,0,0,0,0,0,150,34,0,0,0,0,0,0,0,0,0,299,0,,,0,"33,022",0,135,"3,545",1,"227,988",0,0,,0,0,0,0,0,"81,537",,"791,618"
Tanzania,,0,,0,0,0,0,0,0,0,"3,153",0,0,0,0,0,0,0,387,0,0,0,0,5,0,,0,0,0,0,"7,609",0,0,"23,009",0,21,0,0,,17,,0,157,,0,0,0,0,0,128,20,"1,091",0,0,5,0,0,0,0,,0,0,0,0,295,654,0,0,0,0,"1,546",,,244,,,0,0,0,0,0,0,0,0,41,24,0,0,0,0,411,,0,975,0,375,0,0,"92,527",0,,0,,0,0,0,0,,89,0,0,0,1,4,0,0,0,"13,491",0,,0,0,0,0,0,,13,0,0,0,0,,,"18,675",0,0,0,"1,449",0,0,387,11,0,0,0,855,0,,0,1,0,0,4,0,53,234,0,0,0,0,"6,037",0,0,0,0,0,,,0,0,11,0,0,,0,464,0,0,0,0,0,0,0,"1,227",662,0,0,0,0,0,0,0,0,0,250,0,,,"71,833",0,0,"34,347","8,856",0,0,0,3,,0,0,0,0,0,"25,510",,"317,160"
Thailand,,0,,0,0,0,0,0,0,0,"40,258","3,407",0,4,0,0,0,0,"4,899",0,0,0,0,13,0,,0,"13,381",0,0,0,"142,767",0,"11,298",0,68,0,0,,60,,0,0,,0,0,0,0,0,232,32,"9,946",0,0,0,10,0,0,0,,0,0,0,0,"5,304","16,358",0,0,0,0,"61,177",,,169,,,0,0,0,0,0,0,0,0,77,"1,354",0,0,0,0,"1,009",,0,"5,273",0,"41,861",856,0,0,0,,"21,217",,0,0,916,0,,0,0,0,0,1,249,838,0,0,0,"79,604",,0,0,0,0,0,,64,0,0,0,0,,,0,0,0,0,"11,000",0,0,"6,737",2,0,0,0,"7,996",0,,0,9,0,0,4,150,39,90,0,0,0,0,0,0,0,0,"23,547",0,,,0,0,38,0,0,,0,"1,852",0,0,0,0,0,0,0,"24,387","11,007",0,0,0,0,0,0,0,0,0,165,0,,,0,0,0,"31,224","202,971",1,0,0,9,,0,0,0,0,0,"27,193",,"811,123"
Timor-Leste,,0,,0,0,0,0,0,0,0,"11,142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,50,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,12,0,0,30,0,0,0,0,1,0,,0,0,0,0,0,"2,138",0,"3,160",0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,259,,"16,810"
Togo,,0,,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,"1,276",0,"51,302",0,0,3,0,,0,0,0,"23,993",0,0,0,"1,455",0,0,175,0,,36,,0,0,,991,0,"56,527",0,0,0,15,139,0,0,18,3,0,0,0,,0,0,0,0,24,"21,722",0,"13,740",0,0,"18,123",,,10,,,0,0,"1,443",0,0,0,0,0,6,0,0,0,0,0,130,,0,"4,179",0,18,0,0,0,0,,0,,0,0,0,0,,0,609,0,0,0,42,0,0,0,0,0,,950,0,0,197,0,,3,0,0,0,0,,,0,0,0,0,"1,100",0,0,7,0,"15,001","115,791",0,95,0,,0,0,0,0,1,0,4,42,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,483,0,0,0,0,0,0,0,302,575,0,0,0,0,0,0,0,0,0,3,0,,,0,0,0,732,"3,671",0,0,0,0,,0,0,0,0,0,"33,991",,"369,035"
Tonga,,0,,"1,310",0,0,0,0,0,0,"9,460",0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,132,0,0,0,0,,505,,0,0,,0,0,0,0,0,0,9,17,0,0,23,0,0,0,0,,0,0,0,385,2,237,0,0,0,0,84,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,9,0,120,0,0,0,196,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,16,0,0,"22,445",0,0,0,0,7,0,,0,0,0,0,3,0,0,10,0,0,0,0,0,146,0,0,0,0,,,0,0,0,0,0,,0,6,0,0,0,0,0,0,0,28,10,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,189,"11,703",0,0,0,0,,0,0,0,0,0,311,,"47,369"
Trinidad and Tobago,,0,,0,0,0,533,0,0,0,"1,682",0,0,296,0,0,"2,276",0,103,45,0,0,0,18,0,,0,0,0,0,0,0,0,"76,296",0,429,0,0,,17,,0,0,,0,0,0,0,0,14,2,194,0,243,149,63,0,0,0,,0,0,0,0,26,331,0,0,0,0,707,,,9,,,0,1,0,0,588,17,3,0,12,0,0,0,0,0,418,,0,66,0,79,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,10,0,0,0,0,0,,0,0,0,0,0,,40,0,0,0,0,,,0,0,0,0,506,90,0,184,37,0,0,0,416,0,,0,84,0,1,4,0,2,21,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,,0,321,0,150,504,"2,885",0,0,0,302,242,0,0,0,0,0,0,0,0,0,6,0,,,0,0,0,"26,020","229,650",6,0,0,"2,572",,"2,327",0,0,0,0,965,"6,504","358,468"
Tunisia,,0,,0,0,0,0,0,0,0,631,"2,748",0,0,724,0,0,0,"11,128",0,0,0,0,8,0,,0,0,0,0,0,0,0,"8,620",0,0,1,0,,31,,0,0,,0,0,0,0,0,33,159,977,0,0,14,20,0,0,0,,0,0,0,0,515,"302,363",0,0,0,0,"37,049",,,356,,,0,0,0,0,0,0,1,0,85,30,0,0,0,213,249,,"14,789","121,708",0,336,"2,137",0,0,0,,0,,0,0,0,0,,0,0,"84,585",0,1,283,0,0,0,0,0,,0,0,0,418,0,,27,0,0,0,0,,,0,0,0,0,"4,233",0,0,59,8,0,0,0,902,0,,0,4,0,0,3,302,162,75,0,0,0,0,0,0,0,0,"12,410",0,,,0,0,70,0,0,,0,"2,721",0,0,0,0,310,0,0,"3,609","6,411",0,0,0,0,0,0,0,0,0,570,0,,,0,0,0,"4,066","8,480",7,0,0,5,,0,"5,668",0,0,0,"11,420",,"651,737"
